StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific ID,Gender Q,Age Q,Income Q,Deceased of Cancer Q,Previous Donation Q,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q8_1,GROUP
2022-03-30 20:26:14,2022-03-30 20:27:16,IP Address,68.185.243.160,100,61,True,2022-03-30 20:27:16,R_2t9EXocdpwuaUS4,,,,,33.355499267578125,-86.82740020751953125,anonymous,EN,60fe1a9a99deac34f06a5309,Female,20-29,"$20,000-$49,999",No,Yes,2.398,30.777,32.326,8,,,,,5,TREAT_NEG
2022-03-30 20:26:32,2022-03-30 20:27:25,IP Address,24.21.189.115,100,52,True,2022-03-30 20:27:25,R_2QochfghXiEOJO3,,,,,45.4817047119140625,-122.4156036376953125,anonymous,EN,5aea9a59852ddf0001ced15e,Male,40-49,"$100,000-$150,000",No,Yes,,,,,0,0,31.395,0,7,TREAT_POS
2022-03-30 20:26:27,2022-03-30 20:27:31,IP Address,75.81.5.182,100,63,True,2022-03-30 20:27:31,R_viv9iUxpx5tWzMB,,,,,39.199493408203125,-94.52649688720703125,anonymous,EN,611db293a6a5db20c47ab430,Female,50-59,"$20,000-$49,999",Yes,Yes,1.833,31.378,33.773,8,,,,,10,TREAT_NEG
2022-03-30 20:27:03,2022-03-30 20:27:31,IP Address,73.64.50.231,100,28,True,2022-03-30 20:27:32,R_2rGyaQw8Ge0g9Q1,,,,,41.3899993896484375,-75.66359710693359375,anonymous,EN,61311f9c6e4944f7d71b51b3,Male,20-29,"$100,000-$150,000",Yes,Yes,,,,,,,,,2,CONTROL
2022-03-30 20:26:33,2022-03-30 20:27:40,IP Address,71.150.122.5,100,67,True,2022-03-30 20:27:40,R_2fcHsA5Ihlihh39,,,,,33.1938934326171875,-86.79160308837890625,anonymous,EN,610a151c96de07b15f28c8cb,Male,50-59,"$20,000-$49,999",Yes,Yes,,,,,11.121,21.344,31.973,3,9,TREAT_POS
2022-03-30 20:26:21,2022-03-30 20:27:50,IP Address,151.202.22.68,100,88,True,2022-03-30 20:27:50,R_yViteKb4IPgzrep,,,,,40.7281951904296875,-73.1804962158203125,anonymous,EN,5e9746fb1eed951eed404015,Female,20-29,"$50,000-$99,999",No,No,,,,,0,0,46.096,0,1,TREAT_POS
2022-03-30 20:27:37,2022-03-30 20:27:58,IP Address,174.80.190.149,100,20,True,2022-03-30 20:27:58,R_1kXOlVcRAgrGEDA,,,,,33.4539947509765625,-84.1533966064453125,anonymous,EN,5865ecf6a7f6480001ed9791,Male,30-39,"$50,000-$99,999",No,Yes,,,,,,,,,4,CONTROL
2022-03-30 20:27:22,2022-03-30 20:28:32,IP Address,169.235.82.216,100,70,True,2022-03-30 20:28:32,R_D5LoMqcZiRRRHnH,,,,,33.9763946533203125,-117.33409881591796875,anonymous,EN,5e3b5c103aba99380776e91c,Male,Under 20,"$20,000-$49,999",No,No,0,0,34.558,0,,,,,0,TREAT_NEG
2022-03-30 20:26:51,2022-03-30 20:28:53,IP Address,76.28.20.13,100,122,True,2022-03-30 20:28:53,R_3dQaPUgeBageCqd,,,,,41.60260009765625,-72.97650146484375,anonymous,EN,5d8a5f4a98c9cb00019998f6,Female,30-39,"$20,000-$49,999",Yes,Yes,,,,,0,0,57.729,0,5,TREAT_POS
2022-03-30 20:28:39,2022-03-30 20:29:03,IP Address,75.72.169.6,100,24,True,2022-03-30 20:29:04,R_3EF5jw3h66BZAra,,,,,45.0196075439453125,-93.24019622802734375,anonymous,EN,5c57631a47a04100010da795,Male,30-39,"$100,000-$150,000",No,Yes,,,,,,,,,8,CONTROL
2022-03-30 20:28:36,2022-03-30 20:29:07,IP Address,68.40.23.131,100,30,True,2022-03-30 20:29:07,R_21mMUpPn9c5ycaQ,,,,,42.231597900390625,-83.265899658203125,anonymous,EN,614e068b1999ed68eddb4f75,Female,40-49,"$50,000-$99,999",Yes,Yes,,,,,,,,,7,CONTROL
2022-03-30 20:27:39,2022-03-30 20:29:07,IP Address,65.25.34.38,100,87,True,2022-03-30 20:29:08,R_2AQibU45qJOHkyo,,,,,41.686798095703125,-81.33989715576171875,anonymous,EN,6049125ff45e4264318313b9,Female,30-39,"$50,000-$99,999",Yes,Yes,27.425,42.813,44.717,4,,,,,6,TREAT_NEG
2022-03-30 20:28:38,2022-03-30 20:29:08,IP Address,98.47.208.240,100,30,True,2022-03-30 20:29:09,R_xilMfNaLa16ojvz,,,,,37.4152069091796875,-122.12239837646484375,anonymous,EN,5a97585d35237b0001127741,Male,20-29,"$50,000-$99,999",No,Yes,,,,,,,,,5,CONTROL
2022-03-30 20:29:27,2022-03-30 20:29:54,IP Address,70.117.186.190,100,26,True,2022-03-30 20:29:54,R_2b2WbKiNAfJpxca,,,,,30.3773040771484375,-97.70999908447265625,anonymous,EN,,Female,20-29,"$50,000-$99,999",Yes,Yes,,,,,,,,,2,CONTROL
2022-03-30 20:29:35,2022-03-30 20:29:58,IP Address,67.251.10.148,100,22,True,2022-03-30 20:29:58,R_ZKtFOfajkJXJPHj,,,,,44.9429931640625,-68.6750030517578125,anonymous,EN,5c0f500787e876000151fc5f,Male,40-49,"Under $20,000",Yes,Yes,,,,,,,,,5,CONTROL
2022-03-30 20:29:08,2022-03-30 20:30:03,IP Address,76.5.106.169,100,54,True,2022-03-30 20:30:03,R_3RqEWBREMXj8L18,,,,,40.1367034912109375,-77.5641021728515625,anonymous,EN,603586b312863f6333cb8492,Female,30-39,"$20,000-$49,999",No,No,,,,,1.459,25.945,35.191,4,10,TREAT_POS
2022-03-30 20:28:40,2022-03-30 20:30:04,IP Address,63.152.82.128,100,84,True,2022-03-30 20:30:05,R_31R6vuV5GCQM4tO,,,,,41.9503936767578125,-91.689697265625,anonymous,EN,60fcec5f448d6d34a22bcafb,Female,30-39,"$50,000-$99,999",Yes,Yes,8.213,49.603,53.438,5,,,,,4,TREAT_NEG
2022-03-30 20:29:05,2022-03-30 20:30:13,IP Address,70.177.220.158,100,67,True,2022-03-30 20:30:13,R_1N8t4kgH627HSKW,,,,,36.8592071533203125,-76.2729034423828125,anonymous,EN,5ebe0901a63a9015b07862a4,Male,30-39,"$20,000-$49,999",No,Yes,,,,,1.828,28.767,44.448,6,10,TREAT_POS
2022-03-30 20:28:40,2022-03-30 20:30:33,IP Address,71.9.247.44,100,112,True,2022-03-30 20:30:33,R_2y8lhAMXUoqSGB8,,,,,39.4987030029296875,-119.8202056884765625,anonymous,EN,614e17b2c995f89d1271ac13,Female,50-59,"Under $20,000",Yes,Yes,,,,,0,0,54.816,0,3,TREAT_POS
2022-03-30 20:29:24,2022-03-30 20:30:35,IP Address,23.127.169.38,100,71,True,2022-03-30 20:30:35,R_3hszVarSueJZmtN,,,,,29.6284942626953125,-98.4369964599609375,anonymous,EN,5c3ffeedc2d0b700017d0d5e,Male,20-29,"$50,000-$99,999",No,No,35.2,35.2,35.724,1,,,,,3,TREAT_NEG
2022-03-30 20:28:58,2022-03-30 20:30:42,IP Address,99.2.125.186,100,103,True,2022-03-30 20:30:42,R_2CrJ7cXbQ9CvhVa,,,,,32.8755950927734375,-96.7494964599609375,anonymous,EN,58477607f1b9b3000192bb01,Female,40-49,"$100,000-$150,000",Yes,Yes,0.726,58.758,71.608,11,,,,,8,TREAT_NEG
2022-03-30 20:29:51,2022-03-30 20:30:43,IP Address,68.82.54.189,100,51,True,2022-03-30 20:30:43,R_1nZpqjncTavUtVj,,,,,39.966400146484375,-75.1685028076171875,anonymous,EN,60c605fdb8d40cddbf88c09b,Female,30-39,"$50,000-$99,999",Yes,Yes,,,,,2.873,30.893,31.941,6,5,TREAT_POS
2022-03-30 20:29:47,2022-03-30 20:30:44,IP Address,65.186.72.96,100,56,True,2022-03-30 20:30:44,R_3iOoekFgCOiomvV,,,,,39.4940032958984375,-80.22209930419921875,anonymous,EN,5f455ed3326727130e7d4a49,Female,20-29,"Under $20,000",Yes,Yes,1.529,32.032,33.714,11,,,,,5,TREAT_NEG
2022-03-30 20:30:30,2022-03-30 20:30:59,IP Address,73.159.211.92,100,28,True,2022-03-30 20:30:59,R_3svwD7QZFL6ZRaz,,,,,41.2686004638671875,-72.9651031494140625,anonymous,EN,56cb15ad64c068000b4d7ca5,Female,20-29,"$50,000-$99,999",Yes,Yes,,,,,,,,,8,CONTROL
2022-03-30 20:30:28,2022-03-30 20:30:59,IP Address,98.240.235.184,100,31,True,2022-03-30 20:31:00,R_2QSV8frc8A4q7L3,,,,,44.9925994873046875,-92.95369720458984375,anonymous,EN,5e62dbd8142c3c08017d8728,Male,20-29,"$20,000-$49,999",Yes,No,,,,,,,,,10,CONTROL
2022-03-30 20:30:57,2022-03-30 20:31:13,IP Address,136.56.163.50,100,16,True,2022-03-30 20:31:14,R_etYU65PnrGjeolX,,,,,35.8332061767578125,-78.84729766845703125,anonymous,EN,5befb6e27c387400016983bf,Male,30-39,"$50,000-$99,999",Yes,Yes,,,,,,,,,10,CONTROL
2022-03-30 20:30:42,2022-03-30 20:31:34,IP Address,68.134.235.45,100,51,True,2022-03-30 20:31:35,R_1kSNjLoXMh6tHt0,,,,,39.3887939453125,-76.49880218505859375,anonymous,EN,60fcd23084f0887eab926342,Female,30-39,"Above $150,000",No,Yes,12.855,30.159,31.657,3,,,,,6,TREAT_NEG
2022-03-30 20:30:29,2022-03-30 20:31:39,IP Address,68.96.173.31,100,69,True,2022-03-30 20:31:39,R_VUO565Df9olfir7,,,,,36.0906982421875,-115.08860015869140625,anonymous,EN,5b3eda9b98a45e0001ede95c,Female,40-49,"$20,000-$49,999",Yes,Yes,,,,,0,0,41.277,0,8,TREAT_POS
2022-03-30 20:30:01,2022-03-30 20:31:53,IP Address,76.113.214.4,100,112,True,2022-03-30 20:31:54,R_2SBOtLtZuz8GxfE,,,,,44.9925994873046875,-92.95369720458984375,anonymous,EN,5a6d5ae19d65ec00017e9bae,Female,30-39,"$100,000-$150,000",No,Yes,1.046,96.895,97.91,4,,,,,6,TREAT_NEG
2022-03-30 20:30:52,2022-03-30 20:31:54,IP Address,98.51.1.203,100,61,True,2022-03-30 20:31:54,R_10xEai9sESLDtOX,,,,,37.8083953857421875,-122.28459930419921875,anonymous,EN,5e46f490a5748507c57e3c5f,Male,40-49,"$100,000-$150,000",Yes,Yes,5.386,17.442,31.084,2,,,,,10,TREAT_NEG
2022-03-30 20:30:10,2022-03-30 20:31:58,IP Address,70.122.243.75,100,107,True,2022-03-30 20:31:58,R_qwPjfNsuPrabBWF,,,,,32.753997802734375,-97.13629913330078125,anonymous,EN,608c451be10e84b9fc005f3e,Female,60 and above,"Under $20,000",No,Yes,,,,,0,0,72.885,0,5,TREAT_POS
2022-03-30 20:31:01,2022-03-30 20:32:07,IP Address,172.58.189.204,100,66,True,2022-03-30 20:32:07,R_RRzqwNgRAvkpVuN,,,,,38.9521942138671875,-77.025299072265625,anonymous,EN,5e79b84d4633bc575ddb3812,Female,20-29,"$50,000-$99,999",No,Yes,,,,,17.135,21.698,36.042,2,9,TREAT_POS
2022-03-30 20:32:04,2022-03-30 20:32:25,IP Address,50.228.56.91,100,21,True,2022-03-30 20:32:26,R_3ikVjaMjTleOpz6,,,,,39.865997314453125,-75.1772003173828125,anonymous,EN,5ffe516acbc37a4ae7eac4a1,Female,20-29,"$20,000-$49,999",No,Yes,,,,,,,,,5,CONTROL
2022-03-30 20:31:35,2022-03-30 20:32:47,IP Address,136.176.39.207,100,72,True,2022-03-30 20:32:47,R_yjYTAR1lZGWAAVj,,,,,40.6974029541015625,-89.60980224609375,anonymous,EN,60ff2412969d112ed2157dc5,Female,Under 20,"$20,000-$49,999",Yes,No,,,,,,,,,4,CONTROL
2022-03-30 20:31:16,2022-03-30 20:32:49,IP Address,71.60.47.231,100,93,True,2022-03-30 20:32:49,R_2hkl3hLCY28UaUV,,,,,40.9438934326171875,-78.96880340576171875,anonymous,EN,,Female,50-59,"$50,000-$99,999",Yes,Yes,4.708,31.171,32.478,7,,,,,0,TREAT_NEG
2022-03-30 20:31:50,2022-03-30 20:33:01,IP Address,172.125.252.149,100,70,True,2022-03-30 20:33:01,R_3rVf3clCYkBzyjz,,,,,34.00140380859375,-84.01439666748046875,anonymous,EN,5ad9cc7ddfcfcb0001e667f3,Female,30-39,"Under $20,000",Yes,Yes,,,,,0,0,35.938,0,0,TREAT_POS
2022-03-30 20:30:08,2022-03-30 20:33:11,IP Address,207.96.112.79,100,182,True,2022-03-30 20:33:11,R_3sjr5nmSu8DTl9q,,,,,40.7653045654296875,-73.95890045166015625,anonymous,EN,58e9538908dc910001901f6b,Female,50-59,"$20,000-$49,999",Yes,Yes,,,,,12.954,80.528,111.554,5,0,TREAT_POS
2022-03-30 20:32:16,2022-03-30 20:33:13,IP Address,108.71.193.43,100,56,True,2022-03-30 20:33:13,R_3F2vPbCYG4HmPtP,,,,,38.5482025146484375,-90.329803466796875,anonymous,EN,5a8891155292b800012316a8,Non-binary / third gender,20-29,"$20,000-$49,999",Yes,Yes,0,0,35.564,0,,,,,0,TREAT_NEG
2022-03-30 20:33:07,2022-03-30 20:33:27,IP Address,73.139.225.146,100,20,True,2022-03-30 20:33:27,R_sjueuftKSXUYa6l,,,,,26.2975006103515625,-80.18160247802734375,anonymous,EN,5f218ec7604e35564a7ea1ea,Male,20-29,"$50,000-$99,999",No,Yes,,,,,,,,,9,CONTROL
2022-03-30 20:28:00,2022-03-30 20:33:58,IP Address,50.159.87.175,100,357,True,2022-03-30 20:33:58,R_2YEMVAN2FKu3JHA,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,5e683c4d6ca0f9000d3f35fe,Male,30-39,"$50,000-$99,999",Yes,Yes,,,,,0,0,325.921,0,8,TREAT_POS
2022-03-30 20:32:21,2022-03-30 20:34:19,IP Address,68.22.248.221,100,118,True,2022-03-30 20:34:19,R_4Hr4c1wQ24fLa3n,,,,,29.9199981689453125,-95.5612030029296875,anonymous,EN,5f872af9e3e4870ef4d67cc3,Male,50-59,"$50,000-$99,999",No,Yes,,,,,,,,,9,CONTROL
2022-03-30 20:33:45,2022-03-30 20:34:49,IP Address,108.217.181.147,100,64,True,2022-03-30 20:34:49,R_BtylM7eZ4HiyPHb,,,,,26.4524993896484375,-80.15619659423828125,anonymous,EN,61171d476aa80b9c350e9c87,Female,20-29,"$20,000-$49,999",No,Yes,0,0,32.317,0,,,,,8,TREAT_NEG
2022-03-30 20:33:56,2022-03-30 20:34:56,IP Address,172.58.73.201,100,60,True,2022-03-30 20:34:56,R_2XgLp608TfDiVfP,,,,,31.707794189453125,-106.32379913330078125,anonymous,EN,59c0b12bcb3cd4000101cd75,Female,50-59,"Under $20,000",Yes,Yes,,,,,3.341,22.888,31.464,4,5,TREAT_POS
2022-03-30 20:32:10,2022-03-30 20:34:58,IP Address,98.30.50.175,100,167,True,2022-03-30 20:34:58,R_w6LGdope5BpKeit,,,,,41.0413055419921875,-83.6461029052734375,anonymous,EN,5859285b73f2620001c21bb8,Female,20-29,"$20,000-$49,999",Yes,Yes,107.061,139.708,142.981,6,,,,,10,TREAT_NEG
2022-03-30 20:26:51,2022-03-30 20:35:04,IP Address,108.51.186.136,100,492,True,2022-03-30 20:35:04,R_DkFBpLow1GIEl6F,,,,,38.7480926513671875,-77.2382965087890625,anonymous,EN,5c92cda483617d0010bef1b8,Male,30-39,"$20,000-$49,999",No,Yes,0,0,419.032,0,,,,,4,TREAT_NEG
2022-03-30 20:34:39,2022-03-30 20:35:09,IP Address,174.70.181.172,100,29,True,2022-03-30 20:35:09,R_9QZNqpENCTlqmad,,,,,37.6623992919921875,-97.3155975341796875,anonymous,EN,608b545dac4ff506d7f01f04,Female,20-29,"Under $20,000",Yes,Yes,,,,,,,,,10,CONTROL
2022-03-30 20:34:45,2022-03-30 20:35:19,IP Address,96.40.34.173,100,33,True,2022-03-30 20:35:19,R_1DB7UAcBm7Rqctn,,,,,32.7191925048828125,-97.45050048828125,anonymous,EN,614fa15c0f4a7cbe8a3b1df8,Non-binary / third gender,30-39,"$20,000-$49,999",Yes,Yes,,,,,,,,,6,CONTROL
2022-03-30 20:33:47,2022-03-30 20:35:21,IP Address,73.235.245.201,100,94,True,2022-03-30 20:35:21,R_2vcA3wg9CGmAQs2,,,,,37.7779998779296875,-121.231597900390625,anonymous,EN,60feef94fa8ce545b5ebb074,Female,50-59,"$50,000-$99,999",No,No,,,,,9.027,23.194,56.995,4,8,TREAT_POS
2022-03-30 20:33:10,2022-03-30 20:35:26,IP Address,97.112.221.248,100,136,True,2022-03-30 20:35:26,R_3QQxlhCuiwDRxA6,,,,,31.2653045654296875,-85.399200439453125,anonymous,EN,5bb956946322c5000159dd42,Male,60 and above,"$50,000-$99,999",Yes,Yes,,,,,54.345,80.033,84.008,3,7,TREAT_POS
2022-03-30 20:33:58,2022-03-30 20:35:27,IP Address,98.164.87.20,100,88,True,2022-03-30 20:35:27,R_1GZjcGuDns3NmZk,,,,,29.9700927734375,-90.02539825439453125,anonymous,EN,5f75fe812fefba02d15300c4,Female,40-49,"$20,000-$49,999",Yes,Yes,0,0,45.455,0,,,,,10,TREAT_NEG
2022-03-30 20:34:43,2022-03-30 20:35:50,IP Address,68.22.248.221,100,66,True,2022-03-30 20:35:50,R_31mCTMcRae9mdDu,,,,,29.9199981689453125,-95.5612030029296875,anonymous,EN,5f872af9e3e4870ef4d67cc3,Male,50-59,"$50,000-$99,999",No,Yes,3.925,38.911,39.888,3,,,,,9,TREAT_NEG
2022-03-30 20:34:50,2022-03-30 20:35:57,IP Address,72.84.77.163,100,66,True,2022-03-30 20:35:58,R_2YybaZJO6MpxV5K,,,,,36.796905517578125,-76.1797027587890625,anonymous,EN,5f7d3538b89b0f20774c0921,Male,40-49,"$50,000-$99,999",No,Yes,,,,,0,0,31.397,0,4,TREAT_POS
2022-03-30 20:35:34,2022-03-30 20:36:00,IP Address,71.13.19.58,100,25,True,2022-03-30 20:36:00,R_1Ic7ngwYHFErYN0,,,,,44.7841949462890625,-88.603302001953125,anonymous,EN,5ffc9acaaacffc0cb55ba3ab,Female,50-59,"$20,000-$49,999",No,Yes,,,,,,,,,5,CONTROL
2022-03-30 20:35:51,2022-03-30 20:36:12,IP Address,47.205.144.239,100,21,True,2022-03-30 20:36:13,R_2dRp76JwFTzV0KG,,,,,28.240203857421875,-82.6999969482421875,anonymous,EN,60c7cc78dbfd3121e3b553ff,Male,30-39,"$20,000-$49,999",No,Yes,,,,,,,,,3,CONTROL
2022-03-30 20:35:01,2022-03-30 20:36:33,IP Address,71.92.157.220,100,91,True,2022-03-30 20:36:33,R_2rHOjHuyV815ggg,,,,,42.05499267578125,-124.280303955078125,anonymous,EN,59f21fe8cc514a00011a66cf,Female,40-49,"$50,000-$99,999",Yes,Yes,,,,,0,0,56.959,0,0,TREAT_POS
2022-03-30 20:35:33,2022-03-30 20:36:37,IP Address,99.75.147.0,100,64,True,2022-03-30 20:36:37,R_2VwIO4JIb2JREzi,,,,,38.9694061279296875,-94.6266021728515625,anonymous,EN,60fdf03e2e0af8700b21584e,Female,40-49,"$50,000-$99,999",No,Yes,0,0,31.53,0,,,,,0,TREAT_NEG
2022-03-30 20:35:55,2022-03-30 20:36:59,IP Address,184.103.49.78,100,63,True,2022-03-30 20:36:59,R_1MTciFOeYWGuFpK,,,,,33.490997314453125,-112.16989898681640625,anonymous,EN,5c304ead89f0350001766c7d,Male,30-39,"$50,000-$99,999",No,No,,,,,1.801,1.801,44.432,1,0,TREAT_POS
2022-03-30 20:35:38,2022-03-30 20:37:02,IP Address,76.183.148.89,100,84,True,2022-03-30 20:37:02,R_1irPDFOY3ykC0xk,,,,,32.947296142578125,-96.70279693603515625,anonymous,EN,5af799f857516b0001412679,Male,50-59,"$100,000-$150,000",Yes,Yes,,,,,0,0,49.233,0,10,TREAT_POS
2022-03-30 20:36:20,2022-03-30 20:37:12,IP Address,129.2.180.138,100,51,True,2022-03-30 20:37:12,R_210LrrEHH2RxWEB,,,,,38.9965057373046875,-76.93399810791015625,anonymous,EN,61719b6647a50088271d4ec9,Female,Under 20,"$100,000-$150,000",No,Yes,0,0,33.061,0,,,,,2,TREAT_NEG
2022-03-30 20:36:50,2022-03-30 20:37:12,IP Address,74.192.243.137,100,22,True,2022-03-30 20:37:12,R_RelFRoRSlkAhZVT,,,,,37.3130950927734375,-82.41290283203125,anonymous,EN,5fc2a17a6a0a5516d4d54125,Male,20-29,"$20,000-$49,999",Yes,No,,,,,,,,,7,CONTROL
2022-03-30 20:37:01,2022-03-30 20:37:25,IP Address,73.188.139.187,100,24,True,2022-03-30 20:37:25,R_24zMCYTn7U6Fz8F,,,,,40.1096038818359375,-75.2169036865234375,anonymous,EN,60d53f65d1f77cc84247be14,Male,30-39,"$100,000-$150,000",Yes,Yes,,,,,,,,,10,CONTROL
2022-03-30 20:37:12,2022-03-30 20:37:53,IP Address,47.144.215.111,100,40,True,2022-03-30 20:37:54,R_1DwAUSyFQCuZ9sf,,,,,33.5630950927734375,-117.2738037109375,anonymous,EN,5db88aadfa868a000a9a0ce1,Male,40-49,"$50,000-$99,999",No,Yes,,,,,,,,,5,CONTROL
2022-03-30 20:35:36,2022-03-30 20:38:08,IP Address,107.136.198.217,100,151,True,2022-03-30 20:38:08,R_PNdd4vsOWmP2Ujn,,,,,33.8054962158203125,-117.92230224609375,anonymous,EN,60ff1675f00a765cb05017e8,Female,20-29,"$50,000-$99,999",No,Yes,0,0,124.677,0,,,,,6,TREAT_NEG
2022-03-30 20:37:01,2022-03-30 20:38:22,IP Address,67.42.98.201,100,80,True,2022-03-30 20:38:22,R_3nUhH1IIu9ctsDt,,,,,47.3600006103515625,-122.60150146484375,anonymous,EN,60f0666751e820d359e5a325,Female,30-39,"$50,000-$99,999",Yes,Yes,0,0,45.253,0,,,,,10,TREAT_NEG
2022-03-30 20:37:16,2022-03-30 20:38:24,IP Address,76.125.191.26,100,67,True,2022-03-30 20:38:24,R_3PGpK9ZeSNGE53k,,,,,40.6338043212890625,-79.62030029296875,anonymous,EN,60ff26e2e30862fdb8531934,Female,20-29,"Under $20,000",No,No,33.636,33.636,34.626,1,,,,,0,TREAT_NEG
2022-03-30 20:38:06,2022-03-30 20:38:28,IP Address,129.7.0.42,100,21,True,2022-03-30 20:38:29,R_2pWZybRvW73Kna3,,,,,29.7212066650390625,-95.36260223388671875,anonymous,EN,5fe7da95957b611b25e210f5,Male,20-29,"$50,000-$99,999",No,Yes,,,,,,,,,9,CONTROL
2022-03-30 20:37:15,2022-03-30 20:38:54,IP Address,76.167.201.187,100,98,True,2022-03-30 20:38:54,R_2fcCs5lm4n479iI,,,,,32.8246002197265625,-117.1970977783203125,anonymous,EN,60fcbb5379a48a277ed3f090,Male,20-29,"$50,000-$99,999",No,Yes,,,,,3.797,23.887,39.801,5,9,TREAT_POS
2022-03-30 20:38:40,2022-03-30 20:39:09,IP Address,98.246.232.120,100,28,True,2022-03-30 20:39:09,R_2QEfWpcvRmq35cD,,,,,45.64349365234375,-122.62469482421875,anonymous,EN,5ee7ef91dfec0f0e13b35bd7,Female,30-39,"Under $20,000",Yes,No,,,,,,,,,0,CONTROL
2022-03-30 20:37:10,2022-03-30 20:39:10,IP Address,72.216.93.133,100,119,True,2022-03-30 20:39:10,R_QfuvgUOOEFdk8Cd,,,,,32.2129974365234375,-110.82790374755859375,anonymous,EN,614df346caf2b8a49b9f8014,Male,50-59,"Above $150,000",Yes,Yes,,,,,0.829,17.029,34.042,5,9,TREAT_POS
2022-03-30 20:36:34,2022-03-30 20:39:10,IP Address,98.34.154.178,100,156,True,2022-03-30 20:39:11,R_3LhC1tVEN9AItWy,,,,,29.79119873046875,-95.4181976318359375,anonymous,EN,5ec6d423fc10270f0bbbc90e,Female,30-39,"Above $150,000",No,Yes,,,,,0,0,62.585,0,7,TREAT_POS
2022-03-30 20:38:34,2022-03-30 20:39:25,IP Address,98.103.157.205,100,50,True,2022-03-30 20:39:25,R_1ojWJOvJaE98czs,,,,,41.0829925537109375,-81.57089996337890625,anonymous,EN,5961039ad865d10001cd6475,Female,20-29,"$20,000-$49,999",No,Yes,23.801,25.122,32.296,2,,,,,4,TREAT_NEG
2022-03-30 20:38:08,2022-03-30 20:39:25,IP Address,192.110.200.44,100,77,True,2022-03-30 20:39:25,R_vkoND5fsKBfSvZf,,,,,41.494598388671875,-90.56749725341796875,anonymous,EN,"571c631fe1d2ec0013a68515 ",Female,20-29,"$20,000-$49,999",Yes,Yes,5.963,23.512,31.153,7,,,,,0,TREAT_NEG
2022-03-30 20:38:28,2022-03-30 20:39:36,IP Address,71.207.131.87,100,68,True,2022-03-30 20:39:36,R_1pmTytna61Bg57E,,,,,37.563507080078125,-77.48380279541015625,anonymous,EN,603d7cf7ab9d37c557caa743,Male,30-39,"$50,000-$99,999",Yes,Yes,23.989,38.626,39.138,2,,,,,10,TREAT_NEG
2022-03-30 20:38:38,2022-03-30 20:39:59,IP Address,68.134.13.187,100,80,True,2022-03-30 20:40:00,R_z7OOtZrOuHxbzRT,,,,,39.21240234375,-76.87760162353515625,anonymous,EN,5ec4a0fffe991f37f61b356e,Female,20-29,"Above $150,000",No,Yes,,,,,4.399,30.71,31.895,6,0,TREAT_POS
2022-03-30 20:39:47,2022-03-30 20:40:16,IP Address,71.167.207.6,100,28,True,2022-03-30 20:40:16,R_1jZiS3cccs9CNzG,,,,,41.0496063232421875,-73.7781982421875,anonymous,EN,5f98f950cce546222cb4f45f,Male,30-39,"$100,000-$150,000",Yes,Yes,,,,,,,,,7,CONTROL
2022-03-30 20:39:23,2022-03-30 20:40:22,IP Address,68.109.65.246,100,58,True,2022-03-30 20:40:22,R_3Ean82hNyApXSyk,,,,,33.6526947021484375,-117.59529876708984375,anonymous,EN,5ace650a436f550001004f87,Female,20-29,"$100,000-$150,000",No,Yes,,,,,,,,,5,CONTROL
2022-03-30 20:39:27,2022-03-30 20:40:34,IP Address,23.114.201.0,100,67,True,2022-03-30 20:40:35,R_ey5v3S7Vw37r9Dz,,,,,32.80029296875,-117.243804931640625,anonymous,EN,5f1f9f9ef0adf01bb727e6ea,Female,20-29,"$20,000-$49,999",Yes,Yes,,,,,0,0,41.127,0,7,TREAT_POS
2022-03-30 20:40:07,2022-03-30 20:40:37,IP Address,76.120.78.147,100,29,True,2022-03-30 20:40:37,R_ebVWVDvY7VnT8kx,,,,,39.9947052001953125,-105.236602783203125,anonymous,EN,6107924880dce5d95181b407,Male,20-29,"$100,000-$150,000",No,Yes,,,,,,,,,5,CONTROL
2022-03-30 20:40:21,2022-03-30 20:40:44,IP Address,204.148.169.10,100,22,True,2022-03-30 20:40:44,R_3khdhC8LVcLMMko,,,,,35.9853973388671875,-115.11930084228515625,anonymous,EN,5ab5a51be1546900019b59ff,Male,30-39,"$50,000-$99,999",No,Yes,,,,,,,,,6,CONTROL
2022-03-30 20:39:37,2022-03-30 20:40:53,IP Address,47.153.246.36,100,76,True,2022-03-30 20:40:54,R_27prRMFLWgcQpel,,,,,34.480194091796875,-117.4093017578125,anonymous,EN,58a623e90da7f10001de8553,Female,50-59,"$50,000-$99,999",Yes,Yes,,,,,0,0,31.978,0,0,TREAT_POS
2022-03-30 20:40:02,2022-03-30 20:40:57,IP Address,73.229.95.162,100,54,True,2022-03-30 20:40:59,R_1ik5HjDfH8ZMyp9,,,,,39.543701171875,-105.01360321044921875,anonymous,EN,60ff65ab803028f20f9e42a3,Female,20-29,"$100,000-$150,000",No,Yes,0,0,31.546,0,,,,,6,TREAT_NEG
